"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-03",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"86",",,7","64",",,7","71",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-04",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","62",",,7","64",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-05",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"84",",,7","59",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-06",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"79",",,7","58",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-07",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","58",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-08",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"78",",,7","57",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-09",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"76",",,7","57",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-10",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"79",",,7","57",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-11",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"82",",,7","56",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-12",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"82",",,7","54",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-13",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","54",",,7","63",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-14",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"71",",,7","56",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-15",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"70",",,7","54",",,7","56",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-16",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"75",",,7","55",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-17",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"83",",,7","58",",,7","64",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-18",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"78",",,7","56",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-19",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"78",",,7","56",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-20",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"76",",,7","58",",,7","63",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-21",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"72",",,7","60",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-22",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"86",",,7","56",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-23",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"83",",,7","56",",,7","57",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-24",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"81",",,7","54",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-25",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"81",",,7","52",",,7","57",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-26",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"99",",,7","53",",,7","73",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-27",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"100",",,7","61",",,7","74",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-28",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"91",",,7","59",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-29",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"82",",,7","57",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-08-30",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"86",",,7","52",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-01",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"110",",,7","66",",,7","86",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-02",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"108",",,7","70",",,7","84",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-03",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"101",",,7","71",",,7","72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-04",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"83",",,7","68",",,7","71",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-05",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"84",",,7","68",",,7","68",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-06",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","62",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-07",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"69",",,7","62",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-08",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"82",",,7","59",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-09",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"85",",,7","59",",,7","65",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-10",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"98",",,7","60",",,7","79",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-11",,,,,,,,,,,"0.01",",,7,2400",,,,,,,"89",",,7","68",",,7","68",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-12",,,,,,,,,,,"0.01",",,7,2400",,,,,,,"87",",,7","64",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-13",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"72",",,7","62",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-14",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"77",",,7","58",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-15",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"79",",,7","55",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-16",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"78",",,7","52",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-17",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","50",",,7","64",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-18",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"74",",,7","59",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-19",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"75",",,7","56",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-20",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"72",",,7","57",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-21",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"69",",,7","54",",,7","57",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-22",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"72",",,7","50",",,7","54",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-23",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","51",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-24",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"84",",,7","51",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-25",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"88",",,7","53",",,7","63",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-26",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"90",",,7","57",",,7","69",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-27",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"89",",,7","58",",,7","69",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-28",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"90",",,7","55",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-29",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"79",",,7","54",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-09-30",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","55",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-01",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","57",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-02",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"78",",,7","53",",,7","55",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-03",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"77",",,7","49",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-04",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"79",",,7","48",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-05",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"83",",,7","47",",,7","57",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-06",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"89",",,7","49",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-07",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"84",",,7","50",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-08",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"83",",,7","51",",,7","69",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-09",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"80",",,7","57",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-10",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"82",",,7","52",",,7","56",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-11",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"72",",,7","48",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-12",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"72",",,7","45",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-13",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"74",",,7","46",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-14",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"78",",,7","49",",,7","57",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-15",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"79",",,7","52",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-16",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"81",",,7","53",",,7","63",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-17",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"82",",,7","48",",,7","52",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-18",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"73",",,7","43",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-19",,,,,,,,,,,"0.02",",,7,2400",,,,,,,"64",",,7","53",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-20",,,,,,,,,,,"0.13",",,7,2400",,,,,,,"64",",,7","51",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-21",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"71",",,7","45",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-22",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"78",",,7","49",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-23",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"81",",,7","53",",,7","65",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-24",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"87",",,7","61",",,7","67",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-25",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"85",",,7","57",",,7","65",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-26",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"88",",,7","55",",,7","64",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-27",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"88",",,7","54",",,7","54",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-28",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"78",",,7","49",",,7","52",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-29",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"67",",,7","44",",,7","50",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-30",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"65",",,7","49",",,7","51",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-10-31",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"68",",,7","46",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-01",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"70",",,7","46",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-02",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"67",",,7","47",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-03",,,,,,,,,,,"0.03",",,7,2400",,,,,,,"63",",,7","52",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-04",,,,,,,,,,,"0.35",",,7,2400",,,,,,,"62",",,7","47",",,7","47",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-05",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"62",",,7","44",",,7","51",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-06",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"63",",,7","44",",,7","45",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-07",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"63",",,7","42",",,7","52",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-08",,,,,,,,,,,"0.39",",,7,2400",,,,,,,"62",",,7","46",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-09",,,,,,,,,,,"0.45",",,7,2400",,,,,,,"66",",,7","57",",,7","57",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-10",,,,,,,,,,,"0.34",",,7,2400",,,,,,,"64",",,7","51",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-11",,,,,,,,,,,"0.01",",,7,2400",,,,,,,"63",",,7","49",",,7","51",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-12",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"65",",,7","46",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-13",,,,,,,,,,,"0.03",",,7,2400",,,,,,,"65",",,7","53",",,7","56",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-14",,,,,,,,,,,"0.00",",,7,2400",,,,,,,"64",",,7","45",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-15",,,,,,,,,,,"0.38",",,7,2400",,,,,,,"61",",,7","50",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-16",,,,,,,,,,,"0.89",",,7,2400",,,,,,,"60",",,7","52",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00047880","SAN RAFAEL CIVIC CEN, CA US","37.99833","-122.53722","36.6","2017-11-17",,,,,,,,,,,"0.01",",,7,2400",,,,,,,"61",",,7","44",",,7","47",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,
